## {'sep_units': 'arcmin', 'metric': 'Euclidean', 'coords': 'spherical', 'bin_type': 'Log'}
#   r_nom       meanr       meanlogr      kappa        sigma        weight       npairs   
  2.8050e+00   2.8310e+00   1.0388e+00   6.4428e-01   1.1682e-02   4.3712e+03   2.7407e+04
  3.5313e+00   3.5677e+00   1.2700e+00   6.4214e-01   9.6355e-03   6.4256e+03   4.0333e+04
  4.4457e+00   4.4902e+00   1.5000e+00   6.4805e-01   7.8720e-03   9.6268e+03   6.0255e+04
  5.5968e+00   5.6472e+00   1.7293e+00   6.3683e-01   6.4780e-03   1.4216e+04   8.8786e+04
  7.0460e+00   7.1059e+00   1.9590e+00   6.3880e-01   5.3400e-03   2.0920e+04   1.3226e+05
  8.8703e+00   8.9700e+00   2.1920e+00   6.4061e-01   4.4479e-03   3.0154e+04   1.9494e+05
  1.1167e+01   1.1263e+01   2.4196e+00   6.4020e-01   3.6071e-03   4.5849e+04   2.9827e+05
  1.4059e+01   1.4169e+01   2.6491e+00   6.4477e-01   3.0658e-03   6.3472e+04   4.1685e+05
  1.7699e+01   1.7848e+01   2.8799e+00   6.3926e-01   2.6005e-03   8.8215e+04   5.7339e+05
  2.2281e+01   2.2456e+01   3.1096e+00   6.4050e-01   2.1630e-03   1.2751e+05   8.2825e+05
  2.8050e+01   2.8273e+01   3.3399e+00   6.3792e-01   1.8545e-03   1.7347e+05   1.1164e+06
  3.5313e+01   3.5556e+01   3.5691e+00   6.3672e-01   1.6114e-03   2.2975e+05   1.4806e+06
  4.4457e+01   4.4638e+01   3.7966e+00   6.3823e-01   1.4587e-03   2.8035e+05   1.8677e+06
  5.5968e+01   5.6347e+01   4.0295e+00   6.3656e-01   1.3386e-03   3.3291e+05   2.2381e+06
  7.0460e+01   7.0756e+01   4.2572e+00   6.3652e-01   1.2006e-03   4.1384e+05   2.8168e+06
  8.8703e+01   8.9572e+01   4.4931e+00   6.3785e-01   1.0567e-03   5.3422e+05   3.5798e+06
  1.1167e+02   1.1281e+02   4.7237e+00   6.3738e-01   9.0063e-04   7.3547e+05   5.0530e+06
  1.4059e+02   1.4179e+02   4.9523e+00   6.3706e-01   7.3627e-04   1.1005e+06   7.4732e+06
  1.7699e+02   1.8050e+02   5.1937e+00   6.3829e-01   5.3980e-04   2.0474e+06   1.3305e+07
  2.2281e+02   2.2689e+02   5.4224e+00   6.3673e-01   3.4487e-04   5.0159e+06   3.1667e+07
