## {'sep_units': 'arcmin', 'metric': 'Euclidean', 'coords': 'spherical', 'bin_type': 'Log'}
#   r_nom       meanr       meanlogr      kappa        sigma        weight       npairs   
  2.8050e+00   2.8359e+00   1.0404e+00   6.1465e-01   7.1823e-03   1.1410e+04   6.5778e+04
  3.5313e+00   3.5686e+00   1.2703e+00   6.0980e-01   5.7630e-03   1.7723e+04   1.0279e+05
  4.4457e+00   4.4940e+00   1.5008e+00   6.1066e-01   4.6295e-03   2.7464e+04   1.6002e+05
  5.5968e+00   5.6565e+00   1.7309e+00   6.1194e-01   3.6876e-03   4.3285e+04   2.5091e+05
  7.0460e+00   7.1192e+00   1.9609e+00   6.1217e-01   2.9607e-03   6.7148e+04   3.9139e+05
  8.8703e+00   8.9660e+00   2.1915e+00   6.1133e-01   2.3614e-03   1.0556e+05   6.1391e+05
  1.1167e+01   1.1284e+01   2.4215e+00   6.1383e-01   1.8908e-03   1.6464e+05   9.6247e+05
  1.4059e+01   1.4203e+01   2.6515e+00   6.1246e-01   1.5205e-03   2.5459e+05   1.4932e+06
  1.7699e+01   1.7888e+01   2.8822e+00   6.1288e-01   1.2193e-03   3.9589e+05   2.3278e+06
  2.2281e+01   2.2508e+01   3.1119e+00   6.1272e-01   9.7565e-04   6.1835e+05   3.6354e+06
  2.8050e+01   2.8344e+01   3.3425e+00   6.1447e-01   7.8779e-04   9.4843e+05   5.5972e+06
  3.5313e+01   3.5677e+01   3.5726e+00   6.1491e-01   6.3395e-04   1.4646e+06   8.6559e+06
  4.4457e+01   4.4917e+01   3.8028e+00   6.1525e-01   5.1184e-04   2.2468e+06   1.3348e+07
  5.5968e+01   5.6576e+01   4.0336e+00   6.1527e-01   4.0707e-04   3.5520e+06   2.0949e+07
  7.0460e+01   7.1241e+01   4.2641e+00   6.1486e-01   3.2260e-04   5.6559e+06   3.3158e+07
  8.8703e+01   8.9673e+01   4.4942e+00   6.1401e-01   2.5581e-04   8.9949e+06   5.2808e+07
  1.1167e+02   1.1291e+02   4.7246e+00   6.1409e-01   2.0271e-04   1.4324e+07   8.3901e+07
  1.4059e+02   1.4220e+02   4.9553e+00   6.1565e-01   1.5971e-04   2.3074e+07   1.3550e+08
  1.7699e+02   1.7888e+02   5.1848e+00   6.1760e-01   1.2535e-04   3.7459e+07   2.2066e+08
  2.2281e+02   2.2459e+02   5.4123e+00   6.1950e-01   1.0404e-04   5.4373e+07   3.2114e+08
