## {'sep_units': 'arcmin', 'metric': 'Euclidean', 'coords': 'spherical', 'bin_type': 'Log'}
#   r_nom       meanr       meanlogr      kappa        sigma        weight       npairs   
  2.8050e+00   2.8325e+00   1.0393e+00   6.4735e-01   3.7929e-03   4.5910e+04   2.7548e+05
  3.5313e+00   3.5686e+00   1.2703e+00   6.4920e-01   3.0391e-03   7.1509e+04   4.2990e+05
  4.4457e+00   4.4924e+00   1.5005e+00   6.4946e-01   2.4390e-03   1.1102e+05   6.6922e+05
  5.5968e+00   5.6554e+00   1.7307e+00   6.4877e-01   1.9540e-03   1.7298e+05   1.0455e+06
  7.0460e+00   7.1182e+00   1.9608e+00   6.4994e-01   1.5687e-03   2.6837e+05   1.6276e+06
  8.8703e+00   8.9646e+00   2.1914e+00   6.5062e-01   1.2584e-03   4.1708e+05   2.5419e+06
  1.1167e+01   1.1287e+01   2.4217e+00   6.4990e-01   1.0052e-03   6.5358e+05   3.9980e+06
  1.4059e+01   1.4207e+01   2.6518e+00   6.5023e-01   8.0182e-04   1.0273e+06   6.2543e+06
  1.7699e+01   1.7887e+01   2.8821e+00   6.4992e-01   6.4190e-04   1.6029e+06   9.7542e+06
  2.2281e+01   2.2518e+01   3.1124e+00   6.4913e-01   5.1308e-04   2.5089e+06   1.5219e+07
  2.8050e+01   2.8341e+01   3.3423e+00   6.4897e-01   4.1285e-04   3.8748e+06   2.3469e+07
  3.5313e+01   3.5673e+01   3.5724e+00   6.4890e-01   3.3334e-04   5.9437e+06   3.6187e+07
  4.4457e+01   4.4911e+01   3.8027e+00   6.4927e-01   2.6974e-04   9.0774e+06   5.5261e+07
  5.5968e+01   5.6526e+01   4.0327e+00   6.4882e-01   2.1976e-04   1.3676e+07   8.3370e+07
  7.0460e+01   7.1131e+01   4.2625e+00   6.4816e-01   1.8006e-04   2.0371e+07   1.2400e+08
  8.8703e+01   8.9516e+01   4.4924e+00   6.4775e-01   1.4906e-04   2.9725e+07   1.8107e+08
  1.1167e+02   1.1265e+02   4.7222e+00   6.4689e-01   1.2502e-04   4.2257e+07   2.5851e+08
  1.4059e+02   1.4176e+02   4.9521e+00   6.4585e-01   1.0572e-04   5.9095e+07   3.5912e+08
  1.7699e+02   1.7847e+02   5.1824e+00   6.4509e-01   9.0245e-05   8.1096e+07   4.9782e+08
  2.2281e+02   2.2463e+02   5.4124e+00   6.4400e-01   7.6843e-05   1.1185e+08   6.9036e+08
