## {'sep_units': 'arcmin', 'metric': 'Euclidean', 'coords': 'spherical', 'bin_type': 'Log'}
#   r_nom       meanr       meanlogr      kappa        sigma        weight       npairs   
  2.8050e+00   2.8346e+00   1.0400e+00   6.4937e-01   3.6693e-03   5.0579e+04   2.7467e+05
  3.5313e+00   3.5673e+00   1.2699e+00   6.4736e-01   2.9493e-03   7.8287e+04   4.2463e+05
  4.4457e+00   4.4919e+00   1.5004e+00   6.4668e-01   2.3572e-03   1.2256e+05   6.6456e+05
  5.5968e+00   5.6550e+00   1.7307e+00   6.4731e-01   1.8845e-03   1.9175e+05   1.0424e+06
  7.0460e+00   7.1187e+00   1.9608e+00   6.4725e-01   1.5133e-03   2.9735e+05   1.6223e+06
  8.8703e+00   8.9671e+00   2.1917e+00   6.4680e-01   1.2075e-03   4.6706e+05   2.5487e+06
  1.1167e+01   1.1287e+01   2.4217e+00   6.4713e-01   9.5747e-04   7.4281e+05   4.0391e+06
  1.4059e+01   1.4207e+01   2.6518e+00   6.4657e-01   7.6303e-04   1.1696e+06   6.3502e+06
  1.7699e+01   1.7886e+01   2.8821e+00   6.4741e-01   6.1015e-04   1.8292e+06   9.9391e+06
  2.2281e+01   2.2516e+01   3.1123e+00   6.4722e-01   4.8746e-04   2.8659e+06   1.5593e+07
  2.8050e+01   2.8347e+01   3.3426e+00   6.4713e-01   3.9027e-04   4.4709e+06   2.4322e+07
  3.5313e+01   3.5682e+01   3.5727e+00   6.4673e-01   3.1253e-04   6.9718e+06   3.7872e+07
  4.4457e+01   4.4917e+01   3.8028e+00   6.4623e-01   2.5089e-04   1.0818e+07   5.8708e+07
  5.5968e+01   5.6553e+01   4.0332e+00   6.4525e-01   2.0199e-04   1.6691e+07   9.0540e+07
  7.0460e+01   7.1192e+01   4.2634e+00   6.4463e-01   1.6255e-04   2.5771e+07   1.3984e+08
  8.8703e+01   8.9620e+01   4.4936e+00   6.4402e-01   1.3084e-04   3.9780e+07   2.1596e+08
  1.1167e+02   1.1286e+02   4.7242e+00   6.4459e-01   1.0534e-04   6.1368e+07   3.3410e+08
  1.4059e+02   1.4211e+02   4.9546e+00   6.4539e-01   8.4044e-05   9.6410e+07   5.2678e+08
  1.7699e+02   1.7871e+02   5.1838e+00   6.4574e-01   6.7675e-05   1.4869e+08   8.1835e+08
  2.2281e+02   2.2446e+02   5.4117e+00   6.4541e-01   5.7418e-05   2.0656e+08   1.1370e+09
