## {'sep_units': 'arcmin', 'metric': 'Euclidean', 'coords': 'spherical', 'bin_type': 'Log'}
#   r_nom       meanr       meanlogr      kappa        sigma        weight       npairs   
  2.8050e+00   2.8282e+00   1.0378e+00   6.3789e-01   6.5064e-03   1.5102e+04   7.9219e+04
  3.5313e+00   3.5630e+00   1.2687e+00   6.4507e-01   5.3941e-03   2.1973e+04   1.1708e+05
  4.4457e+00   4.4921e+00   1.5004e+00   6.4178e-01   4.3983e-03   3.3049e+04   1.7748e+05
  5.5968e+00   5.6451e+00   1.7289e+00   6.4371e-01   3.5807e-03   4.9864e+04   2.6694e+05
  7.0460e+00   7.1055e+00   1.9590e+00   6.4406e-01   3.0065e-03   7.0726e+04   3.8116e+05
  8.8703e+00   8.9657e+00   2.1915e+00   6.4561e-01   2.4922e-03   1.0293e+05   5.6254e+05
  1.1167e+01   1.1265e+01   2.4198e+00   6.4395e-01   2.0022e-03   1.5948e+05   8.7096e+05
  1.4059e+01   1.4203e+01   2.6515e+00   6.4522e-01   1.6800e-03   2.2653e+05   1.2435e+06
  1.7699e+01   1.7897e+01   2.8826e+00   6.4494e-01   1.3546e-03   3.4841e+05   1.8622e+06
  2.2281e+01   2.2495e+01   3.1113e+00   6.4549e-01   1.0725e-03   5.5583e+05   2.9570e+06
  2.8050e+01   2.8342e+01   3.3423e+00   6.4443e-01   8.7416e-04   8.3664e+05   4.4773e+06
  3.5313e+01   3.5642e+01   3.5715e+00   6.4384e-01   7.0828e-04   1.2744e+06   6.8262e+06
  4.4457e+01   4.4882e+01   3.8020e+00   6.4436e-01   5.8340e-04   1.8784e+06   1.0062e+07
  5.5968e+01   5.6539e+01   4.0329e+00   6.4345e-01   4.6958e-04   2.8994e+06   1.5291e+07
  7.0460e+01   7.1169e+01   4.2631e+00   6.4432e-01   3.8223e-04   4.3759e+06   2.3120e+07
  8.8703e+01   8.9603e+01   4.4934e+00   6.4502e-01   3.1114e-04   6.6038e+06   3.5054e+07
  1.1167e+02   1.1278e+02   4.7234e+00   6.4627e-01   2.4703e-04   1.0477e+07   5.6153e+07
  1.4059e+02   1.4208e+02   4.9543e+00   6.4558e-01   2.0016e-04   1.5957e+07   8.5358e+07
  1.7699e+02   1.7880e+02   5.1842e+00   6.4463e-01   1.6182e-04   2.4414e+07   1.2967e+08
  2.2281e+02   2.2438e+02   5.4112e+00   6.4187e-01   1.3800e-04   3.3569e+07   1.7743e+08
